product_id,product_title,product_category_leaf_id,product_category_top_id,product_category_breadcrumb,product_brand,product_model_number,product_price_currency,product_price_min,product_price_max,product_moq,product_unit,product_sales_volume_text,product_sku_ids,product_default_sku_id,seller_company_id,seller_company_name,seller_business_type,seller_register_country,seller_years_on_platform,seller_average_rating,seller_total_reviewed_orders,seller_trade_assurance_enabled,seller_on_time_delivery_rate,review_source,review_id,reviewer_name,reviewer_country,review_rating,review_title,review_text,review_date,review_verified_purchase,review_repeat_buyer,review_helpful_votes,review_total_votes,review_price_at_review,review_currency,review_variant,review_images_count,data_source,scraped_at
1601617520356,Car Accessories Designer Branded GG Universal Fit Car Seat Covers for bmw Mercedes toyota honda hyundai kia,100001120,202014504,"Vehicle Accessories, Electronics & Tools > Interior Accessories > Car Seat Covers",baishun,120145,BDT,2962.19,4443.28,1,set,62 sold,"107327203972,107327203973,107327203971,107327203970",107327203970,240260667,"Taizhou Duke Auto Accessories Co., Ltd.","Manufacturer,Trading Company",CN,5,4.6,55,True,72.8%,store_review,REV-001,,,,,,"May 28, 2026",False,False,0,,,,,,alibaba.com,2026-07-25T04:12:57+06:00
1600114448539,Custom Made Original Full Set Acccord Waterproof Leather Car Seat Cover for Acccord Car Model Seat Cushion,100001120,202014504,"Vehicle Accessories, Electronics & Tools > Interior Accessories > Car Seat Covers",LSD,2020-9-16/1,BDT,6788.34,7158.61,1,set,3 sold,"100398888326,100398888323,100398888325,100398888324",100398888323,238246415,"Guangzhou Roadstar Car Accessories Co., Ltd.","Manufacturer,Trading Company,Agent",CN,10,4.8,15,True,64.9%,store_review,REV-001,S***e,United States,5,,"🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🫡🫡🫡🫡🫡💥💥💥💥💥💥💥💥💥💥💥💥 Thank you, my order arrived just as I like it 😊🔥","May 5, 2026",True,False,0,,"5,183.82-5,554.09",BDT,Color: Red,5,alibaba.com,2026-07-25T04:12:57+06:00
1600114448539,Custom Made Original Full Set Acccord Waterproof Leather Car Seat Cover for Acccord Car Model Seat Cushion,100001120,202014504,"Vehicle Accessories, Electronics & Tools > Interior Accessories > Car Seat Covers",LSD,2020-9-16/1,BDT,6788.34,7158.61,1,set,3 sold,"100398888326,100398888323,100398888325,100398888324",100398888323,238246415,"Guangzhou Roadstar Car Accessories Co., Ltd.","Manufacturer,Trading Company,Agent",CN,10,4.8,15,True,64.9%,store_review,REV-002,J***r,United States,5,,Fits perfectly for my model y juniper. Quick shipping.,"Oct 11, 2025",True,False,1,,740.55,BDT,Size: 35X18; Color: Black [1]],4,alibaba.com,2026-07-25T04:12:57+06:00
1600114448539,Custom Made Original Full Set Acccord Waterproof Leather Car Seat Cover for Acccord Car Model Seat Cushion,100001120,202014504,"Vehicle Accessories, Electronics & Tools > Interior Accessories > Car Seat Covers",LSD,2020-9-16/1,BDT,6788.34,7158.61,1,set,3 sold,"100398888326,100398888323,100398888325,100398888324",100398888323,238246415,"Guangzhou Roadstar Car Accessories Co., Ltd.","Manufacturer,Trading Company,Agent",CN,10,4.8,15,True,64.9%,store_review,REV-003,Y***D,,5,,"The seller is kind and the delivery is fast. 
 Thank you","Jul 2, 2025",True,False,0,,"6,171.21-9,627.09",BDT,,4,alibaba.com,2026-07-25T04:12:57+06:00
1600114448539,Custom Made Original Full Set Acccord Waterproof Leather Car Seat Cover for Acccord Car Model Seat Cushion,100001120,202014504,"Vehicle Accessories, Electronics & Tools > Interior Accessories > Car Seat Covers",LSD,2020-9-16/1,BDT,6788.34,7158.61,1,set,3 sold,"100398888326,100398888323,100398888325,100398888324",100398888323,238246415,"Guangzhou Roadstar Car Accessories Co., Ltd.","Manufacturer,Trading Company,Agent",CN,10,4.8,15,True,64.9%,store_review,REV-004,K***i,United States,5,,Great fake would recommend it to save money for others looking to achieve the real carbon fiber look,"Jan 2, 2025",True,False,0,,"740.55-1,357.67",BDT,Size: cusotms; Color: Middle trim-L,4,alibaba.com,2026-07-25T04:12:57+06:00
1600114448539,Custom Made Original Full Set Acccord Waterproof Leather Car Seat Cover for Acccord Car Model Seat Cushion,100001120,202014504,"Vehicle Accessories, Electronics & Tools > Interior Accessories > Car Seat Covers",LSD,2020-9-16/1,BDT,6788.34,7158.61,1,set,3 sold,"100398888326,100398888323,100398888325,100398888324",100398888323,238246415,"Guangzhou Roadstar Car Accessories Co., Ltd.","Manufacturer,Trading Company,Agent",CN,10,4.8,15,True,64.9%,store_review,REV-005,y***e,United States,5,,"Services , quality is super but shipping is very very bad , i advice the seller and buyer to choise ups or fedex  and pay more for the package come at time because by usps us take long time 2months","Sep 15, 2024",True,False,0,,"4,319.85-4,936.97",BDT,,4,alibaba.com,2026-07-25T04:12:57+06:00
1600114448539,Custom Made Original Full Set Acccord Waterproof Leather Car Seat Cover for Acccord Car Model Seat Cushion,100001120,202014504,"Vehicle Accessories, Electronics & Tools > Interior Accessories > Car Seat Covers",LSD,2020-9-16/1,BDT,6788.34,7158.61,1,set,3 sold,"100398888326,100398888323,100398888325,100398888324",100398888323,238246415,"Guangzhou Roadstar Car Accessories Co., Ltd.","Manufacturer,Trading Company,Agent",CN,10,4.8,15,True,64.9%,store_review,REV-006,T***A,United States,5,,It worth to buy it well made car seat beads i like 👍,"Sep 7, 2024",True,False,0,,"1,233.01-1,726.71",BDT,,4,alibaba.com,2026-07-25T04:12:57+06:00
1600114448539,Custom Made Original Full Set Acccord Waterproof Leather Car Seat Cover for Acccord Car Model Seat Cushion,100001120,202014504,"Vehicle Accessories, Electronics & Tools > Interior Accessories > Car Seat Covers",LSD,2020-9-16/1,BDT,6788.34,7158.61,1,set,3 sold,"100398888326,100398888323,100398888325,100398888324",100398888323,238246415,"Guangzhou Roadstar Car Accessories Co., Ltd.","Manufacturer,Trading Company,Agent",CN,10,4.8,15,True,64.9%,store_review,REV-007,M***U,Romania,5,,Very good quality!!! Happy to make business with you.,"Apr 10, 2024",True,False,0,,"4,319.85-4,936.97",BDT,,6,alibaba.com,2026-07-25T04:12:57+06:00
1600114448539,Custom Made Original Full Set Acccord Waterproof Leather Car Seat Cover for Acccord Car Model Seat Cushion,100001120,202014504,"Vehicle Accessories, Electronics & Tools > Interior Accessories > Car Seat Covers",LSD,2020-9-16/1,BDT,6788.34,7158.61,1,set,3 sold,"100398888326,100398888323,100398888325,100398888324",100398888323,238246415,"Guangzhou Roadstar Car Accessories Co., Ltd.","Manufacturer,Trading Company,Agent",CN,10,4.8,15,True,64.9%,store_review,REV-008,S***E,Ireland,5,,The mats material is good quality and its fit very nicely.,"Oct 30, 2023",True,False,0,,"8,638.46-9,872.71",BDT,,4,alibaba.com,2026-07-25T04:12:57+06:00
1600114448539,Custom Made Original Full Set Acccord Waterproof Leather Car Seat Cover for Acccord Car Model Seat Cushion,100001120,202014504,"Vehicle Accessories, Electronics & Tools > Interior Accessories > Car Seat Covers",LSD,2020-9-16/1,BDT,6788.34,7158.61,1,set,3 sold,"100398888326,100398888323,100398888325,100398888324",100398888323,238246415,"Guangzhou Roadstar Car Accessories Co., Ltd.","Manufacturer,Trading Company,Agent",CN,10,4.8,15,True,64.9%,store_review,REV-009,R***S,France,5,,"Excellent product, I am delighted. My car is very elegant now. 
 Moreover, it's a unique model that I've seen in France. 
 I am the only one to have it! ! !","Jun 10, 2023",True,False,0,,"4,690.12-4,936.97",BDT,,9,alibaba.com,2026-07-25T04:12:57+06:00
